Performance,Finishing,Passing,Defending,Tackling,Dribbling,Shooting,Stamina,Speed,Balance,Vision,Diving,Handling
52,11,23,13,10,12,17,35,43,39,23,51,51
59,67,64,37,32,58,63,34,49,33,61,12,12
61,54,59,28,42,54,62,61,79,59,53,12,12
56,52,46,54,57,56,56,73,74,57,37,13,13
63,10,26,10,11,14,27,43,52,46,35,70,70
66,16,30,13,12,13,35,33,46,45,21,67,67
58,47,53,63,52,56,70,77,63,76,55,12,12
74,60,73,23,44,77,71,67,85,82,73,13,13
71,46,61,71,73,36,78,78,68,46,53,5,5
57,64,45,12,19,54,59,60,55,60,43,13,13
70,74,51,31,46,53,81,69,49,38,55,13,13
70,57,74,62,62,70,65,81,74,56,74,10,10
69,12,32,15,10,17,11,52,47,30,30,73,73
70,38,71,72,69,58,72,76,72,68,65,7,7
70,35,65,72,71,47,70,77,73,78,52,15,15
79,13,35,8,10,13,24,55,63,53,31,83,83
56,29,53,51,50,55,64,66,67,67,57,8,8
70,37,71,61,62,59,70,81,80,64,55,11,11
65,54,61,33,48,60,75,60,64,59,64,12,12
66,70,70,63,51,62,78,80,73,70,57,7,7
66,56,71,66,77,56,64,71,54,47,48,6,6
82,58,67,84,81,58,78,64,50,34,52,14,14
72,35,74,71,72,52,75,70,65,77,63,14,14
59,20,60,55,57,57,66,74,66,82,53,5,5
66,43,65,55,63,54,77,90,72,81,71,10,10
64,53,70,11,13,70,70,74,71,56,67,15,15
68,25,48,65,73,14,69,28,53,57,42,11,11
66,25,55,70,63,37,46,60,48,42,42,12,12
71,48,71,66,70,61,75,73,65,66,65,12,12
61,28,44,58,60,37,33,64,49,33,42,13,13
64,62,66,33,49,58,64,67,58,57,72,15,15
66,12,22,12,13,13,25,55,57,43,32,63,63
60,47,55,41,41,68,52,76,62,64,71,15,15
67,62,63,31,34,63,56,69,68,67,70,15,15
85,90,72,20,23,71,84,69,69,59,68,7,7
68,48,71,66,69,62,65,80,63,74,68,8,8
66,41,70,59,67,62,42,71,65,71,66,15,15
67,60,62,32,30,66,65,63,73,68,65,14,14
66,17,59,67,71,58,54,74,61,45,57,14,14
67,12,35,15,12,11,25,32,45,31,26,70,70
73,41,72,69,75,73,56,82,77,75,59,6,6
70,66,64,16,19,73,60,71,81,78,54,8,8
66,60,66,63,66,64,69,72,64,63,61,9,9
68,71,53,48,24,53,80,57,59,48,49,15,15
62,66,62,19,21,53,66,65,66,61,62,10,10
63,53,68,57,58,64,57,66,63,64,54,6,6
68,72,56,15,22,57,80,56,53,72,58,15,15
74,42,74,69,75,75,69,77,84,66,52,9,9
64,29,44,67,65,40,54,54,34,64,50,14,14
66,27,38,70,64,36,42,53,66,62,50,6,6
61,58,66,57,59,59,60,67,58,41,60,13,13
64,32,64,63,66,62,53,64,63,68,50,15,15
64,19,23,11,12,15,39,50,50,30,30,62,62
70,66,74,54,62,66,74,64,54,46,68,15,15
75,30,54,80,70,31,76,32,33,34,32,11,11
73,58,76,66,72,70,70,74,60,64,72,8,8
63,62,60,35,36,64,64,70,70,78,60,7,7
65,47,67,68,55,49,75,64,32,61,76,7,7
81,70,81,74,82,75,82,87,87,65,81,9,9
64,48,70,47,54,60,66,74,73,71,69,8,8
65,26,64,64,66,56,49,64,64,62,56,5,5
65,65,55,30,35,60,65,60,72,75,64,11,11
65,42,50,66,65,40,53,54,61,62,50,9,9
73,66,80,68,76,74,75,65,67,72,80,8,8
76,81,65,24,28,75,74,75,70,79,66,9,9
66,37,67,72,67,40,62,74,74,70,44,11,11
74,66,74,68,73,78,72,79,69,75,72,8,8
63,45,66,50,56,60,63,74,73,76,66,9,9
69,58,70,45,62,67,71,69,69,70,70,7,7
63,9,35,13,16,13,35,54,62,65,35,66,66
64,10,12,17,10,18,15,51,56,56,33,63,63
72,52,75,54,68,82,68,34,63,61,76,13,13
70,40,66,73,73,60,64,66,60,62,54,12,12
66,41,70,50,55,60,70,76,66,79,68,4,4
65,60,63,57,52,67,66,65,70,64,65,6,6
59,62,65,61,41,62,35,63,61,41,55,5,5
73,72,70,28,34,74,77,69,68,67,70,10,10
69,8,24,11,12,11,35,56,31,56,31,68,68
67,61,70,48,34,73,67,55,70,77,66,12,12
75,75,74,30,54,82,78,54,54,48,76,6,6
67,66,64,30,44,60,76,65,66,60,48,5,5
79,81,74,38,41,75,85,54,83,84,77,14,14
72,50,74,55,66,68,67,78,69,65,70,5,5
68,74,60,25,35,62,76,54,34,40,58,9,9
70,71,75,32,45,74,72,63,69,68,72,13,13
60,64,55,24,11,50,63,64,65,39,59,8,8
59,26,43,60,59,27,50,34,33,33,29,15,15
59,43,53,58,58,51,59,63,53,32,45,10,10
60,21,50,63,58,19,54,55,52,34,37,5,5
62,22,48,63,62,21,47,61,45,54,49,11,11
76,76,68,22,33,73,72,81,76,66,75,7,7
55,31,59,64,55,27,44,54,55,55,50,10,10
62,32,52,61,61,14,57,54,52,33,53,11,11
55,35,45,56,55,34,53,54,54,53,45,6,6
55,62,51,15,13,45,52,60,57,52,44,9,9
59,56,62,56,55,57,62,71,54,55,61,15,15
58,45,51,54,54,43,45,64,52,57,51,8,8
58,65,56,17,18,52,59,63,67,66,54,11,11
59,54,61,56,55,38,56,80,55,34,52,6,6
60,18,35,12,13,13,28,46,29,51,31,59,59
58,38,58,59,58,42,58,55,54,69,45,5,5
54,47,56,45,46,49,56,61,55,64,56,11,11
54,11,35,12,13,10,25,45,38,51,32,53,53
60,60,56,18,19,55,61,62,54,64,61,7,7
60,51,63,58,59,46,63,68,53,55,54,7,7
75,67,76,43,47,79,65,69,66,86,75,12,12
71,72,74,55,39,69,72,76,75,68,73,13,13
58,40,57,55,56,48,57,71,54,54,57,5,5
65,63,66,19,21,61,69,70,63,53,54,7,7
59,66,49,28,26,46,55,59,71,77,54,12,12
54,57,43,11,14,49,54,59,58,53,48,8,8
67,69,58,18,43,58,65,65,70,59,62,7,7
61,62,63,53,48,63,64,72,41,71,63,5,5
74,58,76,36,21,81,71,54,85,82,79,8,8
65,26,53,65,61,48,63,76,54,61,52,11,11
53,34,56,48,42,51,70,64,64,58,40,10,10
73,64,75,74,72,63,74,58,59,69,70,6,6
71,24,52,74,68,55,42,54,66,57,57,13,13
77,31,58,78,77,55,62,72,74,72,41,5,5
70,58,69,52,38,71,74,73,72,67,76,8,8
74,77,63,25,23,66,73,52,71,73,59,15,15
63,59,65,38,20,70,60,76,73,73,65,7,7
65,67,60,11,21,60,65,60,66,58,57,15,15
72,11,11,12,13,13,11,54,57,69,21,73,73
75,14,32,14,12,13,42,37,49,37,35,78,78
77,13,38,13,12,11,51,51,51,35,33,77,77
72,61,70,72,74,63,69,81,75,70,65,5,5
76,82,74,34,41,73,80,75,87,75,67,11,11
66,19,41,68,62,41,74,55,42,42,41,9,9
66,43,71,66,64,59,67,63,73,80,70,15,15
64,52,68,70,63,51,49,74,51,68,55,10,10
64,57,64,12,11,68,74,65,82,58,56,14,14
76,66,81,24,24,74,75,64,65,87,82,6,6
76,57,76,74,77,73,89,75,69,64,56,15,15
65,31,63,68,66,53,62,72,65,68,48,9,9
64,9,25,13,14,13,21,37,46,30,29,67,67
58,36,56,60,61,42,56,64,62,67,39,14,14
72,51,67,68,70,28,77,65,53,39,55,8,8
72,51,75,69,69,69,67,85,77,69,65,5,5
87,89,71,19,21,75,86,68,77,64,63,8,8
63,50,63,60,62,62,72,68,67,70,45,6,6
65,48,59,30,11,64,58,71,76,89,65,12,12
69,68,67,35,38,66,73,68,79,63,53,14,14
69,59,72,35,26,73,62,76,78,82,73,13,13
63,6,36,6,11,8,30,52,44,31,33,63,63
66,57,66,59,72,62,61,69,69,58,51,5,5
65,10,35,10,15,13,35,52,29,37,35,67,67
67,18,32,8,7,17,22,54,56,57,32,70,70
60,12,49,58,59,39,34,60,55,60,65,11,11
68,73,55,16,18,68,71,80,82,90,61,14,14
63,39,61,58,63,61,64,71,75,78,54,7,7
69,75,69,10,27,62,69,70,66,27,58,9,9
69,64,68,36,50,72,69,71,83,74,66,14,14
63,18,53,62,56,37,70,62,64,50,47,8,8
83,86,73,12,16,80,91,69,87,72,77,9,9
78,82,75,19,18,76,77,66,73,75,71,10,10
73,44,74,70,72,67,71,85,78,74,65,12,12
71,19,51,71,72,28,57,50,51,28,34,11,11
63,40,59,64,65,58,57,76,67,70,48,12,12
58,44,61,50,55,52,58,62,64,62,56,6,6
67,59,70,47,35,70,74,66,51,62,65,13,13
63,66,64,18,20,64,67,54,67,56,54,10,10
75,35,59,77,74,46,56,67,48,46,58,12,12
76,47,73,70,75,70,74,88,82,74,74,8,8
66,68,56,35,38,59,71,68,65,38,58,9,9
71,53,73,71,71,66,65,81,74,72,74,15,15
69,75,68,12,13,61,72,51,61,70,57,5,5
65,27,55,67,63,21,39,54,49,59,40,11,11
77,52,79,76,81,66,76,81,74,70,64,7,7
69,77,57,13,15,54,71,54,53,54,54,7,7
66,64,64,25,22,69,71,72,81,72,59,9,9
74,57,74,68,54,71,66,81,75,86,80,7,7
82,42,84,76,78,69,68,91,70,81,78,7,7
58,33,56,49,57,41,73,73,59,60,49,12,12
63,69,56,25,19,52,65,53,62,56,42,7,7
66,56,72,40,48,64,67,69,68,85,69,13,13
57,14,30,10,13,7,30,54,61,52,32,56,56
84,14,32,14,13,11,25,59,55,69,29,86,86
64,71,60,27,22,53,66,66,62,71,63,7,7
64,67,55,34,28,60,70,71,76,80,41,12,12
72,74,70,14,19,70,79,67,75,72,63,6,6
64,71,59,17,22,56,66,67,63,84,47,15,15
71,45,61,70,74,61,68,77,62,61,54,6,6
59,54,48,70,51,34,65,76,40,83,43,5,5
74,69,75,17,27,74,81,74,68,62,78,13,13
60,41,58,52,61,46,76,53,48,47,51,8,8
64,62,63,17,22,69,64,69,73,58,60,8,8
58,33,50,48,46,54,69,69,61,42,49,9,9
64,71,40,24,22,49,71,67,43,45,31,6,6
65,33,66,69,71,57,61,75,33,67,58,8,8
65,53,65,57,62,57,42,69,83,74,49,8,8
53,29,56,56,57,41,42,58,48,40,45,6,6
58,53,62,54,52,53,59,85,64,50,55,6,6
55,28,69,47,44,36,47,79,70,52,48,15,15
64,14,35,11,10,13,35,51,50,57,36,67,67
59,43,45,56,59,40,61,66,63,63,46,14,14
67,69,43,12,14,68,73,77,76,81,74,11,11
59,14,59,57,55,27,36,61,59,53,29,11,11
59,62,33,18,15,58,66,68,54,63,54,12,12
59,13,30,13,11,14,35,51,44,56,33,53,53
58,25,61,55,55,51,25,66,68,59,40,7,7
54,10,15,11,15,18,15,21,22,35,27,56,56
67,68,65,53,59,70,63,74,68,83,71,9,9
70,30,54,71,70,40,37,53,52,64,45,9,9
56,52,62,55,50,53,52,57,65,56,68,11,11
66,63,65,32,41,70,66,71,66,88,62,8,8
66,39,60,61,64,71,84,90,75,75,59,2,2
62,63,55,20,24,50,68,75,62,61,62,15,15
64,63,62,58,57,66,60,63,74,69,62,15,15
62,62,56,12,27,60,66,81,69,56,51,7,7
62,63,71,19,25,67,70,34,76,69,58,8,8
75,63,80,65,66,77,74,88,80,83,82,8,8
71,27,69,75,72,21,71,61,61,51,65,10,10
66,12,49,73,71,16,40,55,68,61,55,7,7
71,68,69,54,29,62,77,80,72,71,76,6,6
70,59,69,29,26,69,67,77,72,80,61,12,12
63,33,56,58,62,57,67,80,71,83,55,8,8
63,57,66,64,66,62,63,75,69,73,55,10,10
67,13,37,12,11,11,27,52,41,31,31,70,70
69,69,68,24,23,68,72,66,81,80,68,6,6
62,67,63,24,28,56,72,71,68,68,57,15,15
63,37,57,68,64,65,70,89,60,71,50,9,9
63,54,54,63,61,45,64,75,59,58,52,5,5
64,11,11,12,12,10,11,30,41,50,31,67,67
65,36,64,63,66,64,66,81,67,74,51,6,6
64,31,57,62,60,35,63,65,44,46,47,8,8
64,59,66,51,41,66,68,76,73,74,55,12,12
66,58,64,21,11,65,76,73,72,74,53,10,10
83,58,75,84,85,59,86,76,69,47,59,13,13
72,77,72,28,23,67,67,74,74,61,74,9,9
63,24,51,59,64,31,54,62,74,65,55,15,15
67,59,58,15,25,73,63,62,75,71,68,13,13
74,55,72,72,72,76,68,93,86,63,56,6,6
62,23,65,52,43,36,66,90,53,65,69,9,9
55,38,41,47,54,41,41,48,54,65,46,9,9
65,67,63,22,25,72,69,62,74,70,62,12,12
58,24,56,57,61,39,48,62,68,72,47,8,8
67,60,66,51,44,64,60,71,78,71,65,9,9
65,46,68,50,52,64,72,81,67,72,72,11,11
54,52,17,52,54,50,58,64,60,58,48,12,12
62,62,59,44,50,59,82,74,74,70,55,6,6
57,38,48,58,56,47,48,63,64,70,51,10,10
64,63,57,28,20,60,71,63,54,56,51,9,9
74,8,36,13,18,19,22,38,41,56,24,70,70
67,13,33,11,12,12,28,52,54,36,35,67,67
67,60,67,21,24,65,81,69,69,64,67,5,5
66,22,56,64,60,36,38,71,54,55,43,14,14
68,53,60,50,68,55,69,90,74,59,58,9,9
68,57,69,58,63,64,68,76,72,74,69,9,9
61,61,47,39,14,62,64,82,82,64,57,8,8
59,14,24,13,16,16,34,51,52,42,32,62,62
68,57,55,45,31,77,76,51,74,63,71,9,9
74,11,12,11,11,13,27,52,62,60,32,76,76
68,67,65,35,34,64,73,64,81,77,62,8,8
55,15,45,52,56,37,32,67,64,76,31,7,7
66,25,53,66,68,36,30,69,81,67,47,10,10
58,18,47,59,54,28,35,73,72,40,33,5,5
61,45,61,32,11,64,74,66,84,43,59,15,15
60,21,47,65,60,47,64,74,60,68,55,8,8
69,23,57,70,68,45,64,82,63,67,57,15,15
59,18,35,17,11,11,11,55,39,57,37,61,61
59,48,55,53,50,49,61,77,72,47,63,6,6
69,69,65,25,24,74,75,68,75,79,62,12,12
58,47,58,58,55,55,47,68,64,81,51,14,14
56,19,49,59,61,34,31,45,51,56,25,11,11
63,58,68,38,35,67,70,71,66,76,63,12,12
64,13,19,11,14,10,37,59,57,67,33,64,64
71,57,78,55,63,67,83,79,68,73,69,10,10
80,33,80,80,86,77,51,87,89,75,58,9,9
74,63,78,19,22,73,71,67,66,78,71,14,14
66,65,51,41,39,52,77,65,56,57,56,14,14
72,57,75,72,64,75,88,86,86,74,71,31,31
60,63,41,15,11,60,70,59,54,33,51,13,13
73,68,73,57,56,72,73,78,64,75,78,12,12
62,41,65,68,59,60,66,77,69,59,57,15,15
68,53,68,60,42,50,79,85,70,71,78,6,6
59,31,53,58,55,61,65,73,86,76,63,12,12
72,76,67,22,24,60,77,76,64,60,68,5,5
66,48,65,62,61,51,78,82,74,57,56,15,15
62,40,58,59,59,48,70,72,72,75,59,6,6
66,68,55,31,24,45,73,54,55,29,55,14,14
63,20,59,41,42,62,68,85,68,84,68,13,13
64,31,60,62,57,39,62,56,70,57,54,15,15
60,13,31,13,9,13,35,51,22,40,36,61,61
62,43,71,64,64,59,60,66,53,66,66,15,15
64,22,52,57,54,36,44,58,46,56,52,8,8
64,56,63,61,63,47,70,85,33,77,62,7,7
69,10,34,16,18,10,35,46,57,37,24,69,69
62,69,49,27,21,48,55,34,50,87,54,7,7
62,63,55,39,32,58,61,72,70,70,64,14,14
59,43,58,59,59,44,56,72,61,81,49,9,9
74,75,66,39,23,76,72,72,77,58,66,7,7
68,49,62,59,75,64,69,83,76,71,58,13,13
67,52,73,61,66,65,53,75,64,64,71,10,10
64,38,40,62,64,33,44,55,52,34,34,10,10
86,58,85,89,87,64,53,70,63,44,73,10,10
65,46,75,60,66,56,77,76,60,73,65,5,5
65,50,57,43,47,68,54,55,92,81,53,9,9
67,51,61,70,65,63,52,79,62,65,61,13,13
74,32,63,78,75,34,51,68,54,44,59,9,9
68,41,65,67,68,62,71,74,55,69,66,6,6
64,60,65,43,51,64,66,71,73,78,67,7,7
62,59,68,57,59,36,64,64,69,63,59,13,13
80,68,77,18,14,82,61,84,91,92,79,13,13
64,64,72,51,54,51,56,72,52,72,75,10,10
58,25,69,55,56,50,59,74,63,68,51,7,7
65,38,48,67,68,38,63,69,73,51,63,9,9
75,23,56,78,81,30,69,56,61,37,57,11,11
74,60,66,76,70,50,69,55,42,60,60,12,12
77,72,78,56,55,82,82,63,49,48,79,11,11
69,56,65,68,69,61,76,87,74,80,61,8,8
66,51,62,65,67,62,50,78,68,79,66,9,9
70,54,70,73,67,38,72,82,62,69,65,12,12
72,38,71,69,64,72,73,89,82,72,68,10,10
67,65,67,37,17,64,68,70,63,35,66,10,10
72,56,65,75,70,70,70,78,66,64,64,15,15
75,71,81,52,44,74,78,65,58,56,83,9,9
77,75,85,52,52,77,77,60,46,50,87,6,6
67,52,67,70,63,59,67,80,56,56,64,9,9
71,34,65,72,71,59,34,59,36,48,49,8,8
75,74,80,63,53,79,74,75,82,71,81,7,7
75,48,62,75,71,30,75,42,54,50,50,13,13
71,66,75,37,42,77,66,61,49,67,80,8,8
75,72,74,25,13,81,76,63,71,63,73,5,5
65,72,51,17,18,55,69,53,58,35,44,15,15
73,40,73,80,72,63,78,65,42,57,56,7,7
76,77,68,12,17,77,79,72,76,79,72,15,15
72,74,67,25,20,64,80,71,51,24,59,5,5
64,36,40,64,65,41,70,65,44,57,57,12,12
67,60,67,55,65,55,74,78,60,56,69,9,9
69,62,64,14,19,74,72,76,75,83,54,7,7
74,59,80,60,72,69,75,90,67,68,80,6,6
70,59,72,58,62,66,67,78,68,75,72,14,14
70,39,60,69,66,53,62,81,56,47,58,10,10
65,41,65,65,62,56,55,72,64,70,31,8,8
65,9,35,12,11,13,35,32,56,60,31,68,68
71,41,63,74,67,35,69,76,69,46,37,13,13
66,65,64,29,23,66,73,63,78,77,63,6,6
60,43,56,60,63,54,76,64,65,73,53,6,6
65,57,69,56,52,61,59,69,67,85,60,8,8
62,47,58,59,51,56,60,72,73,62,59,11,11
62,15,58,67,68,53,52,66,62,70,53,5,5
82,74,73,24,50,85,77,79,88,83,83,15,15
70,74,50,25,28,64,74,51,47,52,54,10,10
72,53,75,24,36,72,74,64,68,66,76,11,11
70,70,70,17,20,72,68,64,82,61,59,7,7
74,52,76,60,75,66,80,74,61,62,76,11,11
63,49,68,20,33,66,57,60,63,64,70,12,12
65,14,12,13,11,15,37,49,43,50,34,63,63
69,34,56,72,75,51,33,83,76,65,39,9,9
63,40,53,68,68,44,42,72,60,73,39,9,9
67,73,54,30,21,59,70,69,69,74,56,6,6
65,54,63,62,68,67,76,83,69,65,67,14,14
70,33,63,72,75,59,62,68,68,62,52,14,14
74,46,71,77,64,29,57,61,42,32,52,12,12
72,60,74,51,48,73,74,74,76,81,71,6,6
72,74,71,28,32,71,70,71,72,76,71,14,14
83,86,80,22,26,86,78,69,87,80,82,12,12
70,30,60,62,75,68,57,84,88,50,62,10,10
62,48,70,63,65,52,49,67,60,69,58,11,11
67,61,61,41,43,67,78,68,83,77,52,13,13
76,60,79,74,46,73,78,85,71,71,81,11,11
64,56,65,48,33,72,74,80,74,76,65,12,12
75,52,62,72,78,23,47,82,68,67,60,10,10
72,32,70,78,82,53,41,59,69,76,58,8,8
87,89,82,13,12,93,86,66,85,90,83,13,13
72,69,72,43,47,76,66,68,65,80,72,13,13
73,37,74,73,70,64,78,90,69,59,63,13,13
60,12,22,18,10,16,10,52,60,48,34,61,61
63,53,71,33,37,61,61,62,52,76,61,6,6
64,41,58,34,43,72,52,63,77,78,52,6,6
67,35,55,72,63,40,73,53,66,48,47,15,15
74,59,82,70,74,71,59,74,75,60,79,5,5
74,77,73,20,21,83,74,69,75,76,57,7,7
77,67,70,14,39,89,67,58,90,89,72,6,6
69,38,60,69,75,41,33,61,62,57,55,13,13
60,31,55,55,53,55,61,82,86,74,69,5,5
61,22,62,61,56,57,72,72,69,68,61,6,6
58,42,66,60,59,48,57,69,48,53,59,12,12
63,49,64,60,61,64,52,66,80,84,61,10,10
65,65,61,42,49,71,57,71,81,82,68,7,7
55,20,53,54,60,27,50,61,55,62,41,11,11
76,77,74,22,12,74,82,68,78,46,72,10,10
65,48,60,33,36,68,42,73,89,73,72,8,8
77,50,74,80,75,56,54,65,42,61,62,11,11
63,40,66,55,59,61,53,74,57,74,63,7,7
63,8,17,9,11,12,15,46,42,45,18,58,58
64,19,35,13,11,9,35,34,37,44,36,66,66
63,43,53,60,62,42,48,73,41,40,32,6,6
67,7,34,11,16,11,30,50,59,43,33,65,65
63,61,65,53,47,63,82,70,56,53,60,9,9
61,39,71,51,54,58,65,60,67,67,64,10,10
79,71,86,51,49,75,81,67,74,63,86,11,11
68,10,24,11,11,11,22,45,52,31,35,68,68
74,64,81,72,72,70,76,86,79,80,70,6,6
67,23,53,62,66,30,67,34,35,54,55,13,13
70,31,70,71,70,62,56,75,75,64,53,9,9
71,67,64,33,29,69,92,78,69,60,57,11,11
73,46,76,73,71,69,65,76,68,56,64,12,12
63,42,60,61,53,39,73,53,31,24,57,12,12
66,49,54,75,71,56,81,71,66,86,59,10,10
73,76,54,29,18,61,81,61,49,32,58,5,5
61,30,56,56,61,57,49,77,75,74,46,14,14
65,56,69,56,62,62,65,62,61,59,68,15,15
62,24,62,58,66,46,56,63,65,70,42,5,5
70,45,70,69,71,70,75,69,75,58,50,12,12
69,23,55,69,68,40,55,55,53,57,52,8,8
75,46,77,69,75,75,71,79,71,71,68,6,6
61,43,48,70,57,60,67,75,58,90,58,9,9
69,74,72,20,28,71,69,67,51,83,67,6,6
72,61,78,70,73,74,68,76,77,72,66,10,10
81,64,79,66,82,82,73,82,80,72,82,5,5
67,10,15,17,10,13,16,44,51,28,31,66,66
64,10,51,62,62,22,48,60,41,33,49,5,5
50,12,49,57,49,34,37,57,46,57,32,12,12
71,73,54,26,24,67,73,92,79,72,66,14,14
70,64,72,64,68,66,70,83,73,67,69,14,14
74,53,64,73,72,38,71,66,52,53,60,12,12
60,58,64,66,43,57,76,30,66,80,53,5,5
67,69,50,16,23,55,74,51,30,32,62,10,10
59,37,61,50,51,30,66,33,54,66,59,10,10
68,65,69,51,65,71,74,71,72,70,72,6,6
64,18,32,12,13,11,27,57,53,54,19,72,72
64,43,73,62,61,65,51,78,73,65,57,7,7
58,45,57,47,56,54,62,79,72,64,56,5,5
68,78,59,30,31,65,68,79,76,57,70,15,15
58,47,56,55,56,60,53,67,66,65,60,11,11
63,56,63,59,61,64,61,67,68,74,67,13,13
66,56,64,69,67,64,58,79,76,78,64,7,7
61,60,55,28,24,63,55,57,73,71,55,7,7
63,54,64,55,59,53,58,94,72,67,55,5,5
63,32,55,59,61,45,52,76,69,60,56,10,10
62,30,62,56,51,62,64,89,67,76,76,14,14
63,37,67,59,56,47,43,75,54,54,50,9,9
63,11,23,12,13,10,35,52,42,62,33,69,69
65,47,68,62,57,58,48,62,63,61,64,14,14
62,45,61,59,62,62,45,76,61,78,51,5,5
64,64,66,36,46,66,67,66,70,61,64,13,13
75,66,74,41,42,79,68,82,80,80,74,5,5
60,24,51,58,62,51,40,59,52,64,54,6,6
62,38,52,62,64,24,49,71,31,56,66,11,11
63,35,51,65,66,48,45,72,63,58,56,10,10
62,51,56,62,58,61,61,80,82,76,67,12,12
76,57,77,74,77,73,85,82,77,74,69,12,12
64,60,62,30,48,68,77,44,34,67,66,7,7
61,14,20,11,11,13,23,58,59,41,39,62,62
67,54,69,69,56,63,70,70,70,64,51,5,5
64,56,59,27,25,61,69,70,80,70,61,7,7
64,35,51,55,61,37,62,62,66,52,32,9,9
67,66,65,26,24,70,66,73,84,78,73,13,13
61,63,67,33,29,68,64,72,74,64,61,12,12
72,33,57,73,75,39,49,67,53,55,44,8,8
64,26,38,74,53,41,41,70,59,53,26,5,5
68,61,76,59,60,61,75,68,70,70,66,9,9
67,12,23,14,13,10,21,52,62,59,33,65,65
64,69,55,33,21,58,68,54,66,45,56,12,12
57,23,56,53,55,50,39,67,62,45,56,7,7
69,39,66,70,71,65,77,72,77,63,57,13,13
69,23,64,71,70,40,47,65,62,53,31,10,10
65,51,64,55,57,66,63,78,86,82,56,10,10
64,61,56,28,32,64,61,75,77,60,67,10,10
65,48,65,67,67,65,59,78,71,64,62,7,7
57,33,54,61,58,54,39,61,44,59,51,8,8
65,64,58,31,32,69,61,70,65,55,63,14,14
63,29,57,66,67,49,40,77,64,57,71,13,13
72,79,56,12,14,62,82,82,56,45,69,11,11
62,62,46,45,51,58,62,68,64,57,55,11,11
65,46,67,64,65,50,55,73,76,90,63,12,12
67,48,72,60,61,57,68,51,81,75,69,9,9
68,73,60,41,37,67,72,66,49,36,58,5,5
59,60,67,35,36,60,60,34,60,83,59,12,12
58,12,15,12,4,17,18,29,48,50,28,64,64
64,60,64,59,60,56,62,87,67,61,65,11,11
69,64,71,56,62,58,86,79,71,45,60,12,12
69,70,64,13,26,67,72,78,85,65,67,11,11
67,56,65,64,66,46,67,73,66,68,67,9,9
71,70,68,38,38,67,80,69,69,67,72,10,10
67,73,63,18,11,54,76,63,53,28,51,8,8
52,8,22,11,9,12,28,26,35,23,32,43,43
63,60,61,20,25,63,59,55,91,49,47,7,7
69,62,70,59,53,65,73,83,62,55,71,12,12
71,71,55,16,21,62,69,31,58,60,60,6,6
63,48,46,67,63,41,94,67,57,31,52,11,11
70,10,33,6,12,16,38,59,58,66,35,67,67
63,41,61,59,61,59,57,67,65,64,57,5,5
60,23,53,60,56,58,42,63,51,44,49,8,8
76,31,55,75,81,50,52,78,84,61,58,7,7
63,50,58,60,65,51,49,66,62,62,57,10,10
73,68,65,49,38,70,79,75,74,66,51,15,15
67,32,57,68,66,45,37,71,67,64,59,7,7
73,48,74,71,69,59,84,78,54,65,70,5,5
63,48,63,61,55,57,77,57,64,54,69,7,7
62,60,45,23,24,52,72,25,48,55,47,6,6
64,21,58,60,71,48,44,74,72,58,57,12,12
87,59,78,84,89,66,71,86,79,60,63,11,11
62,37,63,62,58,47,37,46,55,56,48,6,6
63,36,57,66,61,55,59,70,60,40,26,6,6
63,12,29,11,13,13,23,52,61,49,34,68,68
65,15,12,13,13,16,13,46,53,43,17,66,66
61,9,11,14,9,19,41,52,22,46,27,62,62
67,31,57,67,64,42,62,69,54,45,53,9,9
62,33,67,61,58,63,55,65,73,70,68,7,7
82,70,80,34,29,88,75,82,90,75,75,9,9
71,17,27,19,12,16,18,55,44,55,31,71,71
78,62,80,70,78,74,82,86,68,58,80,6,6
66,30,53,67,54,43,51,69,50,68,30,12,12
81,84,82,31,47,83,83,78,73,57,83,12,12
61,61,51,19,22,57,71,73,69,73,51,9,9
62,25,64,71,71,47,29,77,74,76,58,13,13
65,48,59,66,64,59,58,78,67,54,56,15,15
61,25,51,58,62,52,63,78,81,70,59,10,10
65,64,73,28,45,73,68,67,69,77,70,13,13
70,11,28,11,11,10,23,32,63,60,34,84,84
64,29,54,64,64,40,59,71,59,43,45,13,13
74,73,72,17,40,81,69,85,69,64,75,7,7
59,30,52,60,48,23,54,61,26,43,44,12,12
61,54,61,52,49,61,56,72,71,72,62,12,12
66,8,9,8,9,7,22,53,46,57,33,71,71
67,67,59,27,23,66,67,74,76,77,66,5,5
70,23,52,76,56,35,59,54,33,32,46,14,14
59,64,52,18,11,53,65,61,66,62,60,11,11
77,71,83,62,56,73,78,76,60,71,83,7,7
63,22,48,64,60,31,52,67,48,48,48,13,13
72,74,67,18,21,69,76,74,75,82,67,6,6
70,70,65,43,41,68,75,73,77,72,77,12,12
68,49,78,48,44,66,61,53,54,70,74,10,10
75,32,69,74,74,57,67,70,68,59,61,9,9
67,55,57,18,25,67,74,72,91,81,58,8,8
61,41,54,53,60,35,67,64,67,64,46,14,14
62,34,43,54,57,36,74,47,55,57,53,10,10
70,7,34,11,13,19,41,34,58,66,33,66,66
68,59,72,28,23,67,75,72,71,80,72,5,5
70,72,60,22,27,68,68,60,71,56,61,7,7
70,29,56,68,69,39,55,52,34,67,55,6,6
69,56,70,27,27,70,68,51,67,73,70,10,10
69,59,68,72,69,64,69,89,78,73,52,15,15
