고객ID,이탈여부,총 매출액,방문빈도,1회 평균매출액,할인권 사용 횟수,총 할인 금액,고객등급,구매유형,클레임접수여부,구매 카테고리 수,거주지역,성별,고객 나이대,거래기간,할인민감여부,멤버쉽 프로그램 가입전 만족도,멤버쉽 프로그램 가입후 만족도,Recency,Frequency,Monetary,상품 만족도,매장 만족도,서비스 만족도,상품 품질,상품 다양성,가격 적절성,상품 진열 위치,상품 설명 표시,매장 청결성,공간 편의성,시야 확보성,음향 적절성,안내 표지판 설명,친절성,신속성,책임성,정확성,전문성,D1,D2,D3
306,0,9131300,28,326118,9,248045,1,4,0,5,5,0,6,1051,0,5,5,7,4,6,6,5,6,6,6,6,7,6,7,6,6,7,6,5,6,5,6,6,0,0,1
307,0,2528350,12,210696,22,350995,1,4,1,5,5,1,5,1085,0,5,6,7,3,2,4,5,6,5,6,5,5,5,6,5,5,4,5,5,5,6,5,5,0,0,1
308,0,2605360,12,217113,16,366345,2,1,0,4,4,1,6,1082,1,5,6,7,3,2,5,4,4,7,6,6,7,6,5,6,5,6,5,5,3,6,6,6,0,0,0
309,0,4354930,23,189345,19,366295,1,4,1,5,5,1,6,1030,0,2,3,7,4,4,3,4,4,6,4,5,4,7,4,6,5,7,6,6,5,6,5,6,0,0,1
310,0,4939660,61,80978,19,365750,1,2,1,6,6,1,7,1080,0,2,7,7,6,4,4,4,6,6,5,6,5,5,6,5,6,6,5,5,4,5,4,5,1,0,0
311,0,3147800,39,80713,22,349550,1,2,0,7,7,1,6,1081,0,6,6,7,5,3,7,6,6,7,6,5,6,6,5,7,6,7,6,5,5,6,6,6,1,0,0
312,0,8980840,103,87193,17,363700,2,2,0,4,4,1,6,1089,0,5,5,7,7,6,6,5,7,6,6,6,7,6,7,6,6,7,6,5,6,5,6,6,1,0,0
313,0,31743070,162,195945,13,324100,1,2,1,6,6,1,5,1092,0,5,5,7,7,7,6,7,6,6,6,5,.,6,6,6,5,6,6,6,6,6,6,6,1,0,0
314,0,2555460,23,111107,13,323600,2,2,1,4,4,1,2,1071,0,2,4,7,4,2,4,6,6,7,7,6,6,4,7,6,7,6,7,6,7,6,7,6,1,0,0
315,0,2572920,11,233902,19,367195,1,1,0,5,5,1,4,1032,0,4,7,7,3,2,3,4,6,4,6,5,6,.,5,6,4,6,5,4,5,5,6,5,0,0,0
316,0,5653550,21,269217,9,246850,1,4,1,7,7,1,5,1046,0,4,4,7,4,5,5,5,4,5,6,6,6,6,5,6,6,7,6,7,5,5,6,6,0,0,1
317,1,7355330,12,612944,7,211195,1,3,1,5,5,1,9,564,0,6,6,2,3,5,5,6,6,7,6,5,4,5,7,7,6,7,6,4,5,7,5,4,0,1,0
318,0,9893570,28,353342,11,297645,1,2,0,7,7,1,3,1084,0,5,6,7,4,6,4,5,5,5,5,6,6,6,6,6,6,6,5,5,2,3,5,3,1,0,0
319,0,2654570,14,189612,11,295950,1,4,1,5,5,1,5,1053,0,4,5,7,3,2,3,5,6,7,6,7,6,.,5,6,6,6,5,6,4,5,6,5,0,0,1
320,0,7000120,10,700012,23,380645,1,3,1,6,6,1,7,1033,0,3,4,7,3,5,3,4,6,7,6,5,6,.,5,6,5,6,5,5,4,5,6,4,0,1,0
321,0,2543800,18,141322,10,304450,2,4,1,2,2,1,3,1059,1,7,5,7,3,2,7,7,7,6,5,6,6,5,7,6,6,6,6,6,5,6,5,5,0,0,1
322,0,7645580,6,1274263,22,370935,2,3,0,3,3,0,3,958,0,3,5,6,2,5,3,2,3,5,6,6,6,.,6,5,5,6,7,6,6,5,6,6,0,1,0
323,0,3117260,14,222661,20,348100,1,4,1,5,5,1,8,879,0,6,7,5,3,3,1,2,5,6,5,6,6,5,5,5,7,5,5,5,6,6,6,5,0,0,1
324,0,4177010,35,119343,20,349045,1,2,0,6,6,1,6,1090,0,2,3,7,5,4,4,4,5,6,7,6,6,6,6,5,5,5,5,6,6,5,5,6,1,0,0
325,0,2329300,4,582325,20,346700,2,3,1,4,4,1,6,989,0,3,5,7,1,1,4,5,5,6,5,7,.,.,6,6,5,6,5,6,7,6,6,6,0,1,0
326,0,3237080,6,539513,14,334795,2,3,1,4,4,1,8,925,0,5,5,6,2,3,3,5,2,6,5,5,5,5,5,4,6,5,5,5,6,5,5,5,0,1,0
327,0,2975820,26,114455,5,130150,2,4,1,4,4,1,2,1076,0,4,5,7,4,2,3,4,6,5,5,6,6,.,5,4,6,5,5,5,6,6,5,6,0,0,1
328,0,3757210,6,626202,27,356700,1,3,0,6,6,1,6,891,0,7,5,7,2,3,3,3,3,6,5,6,6,5,7,6,6,6,6,6,5,6,5,5,0,1,0
329,0,4990750,19,262671,13,322850,1,4,1,5,5,1,9,938,0,7,7,6,3,4,5,7,7,5,5,6,7,6,6,6,5,5,5,7,6,5,5,6,0,0,1
330,0,4393950,27,162739,3,43945,1,4,1,6,6,1,3,1040,0,5,6,7,4,4,4,5,6,6,5,7,.,.,6,7,6,7,6,6,6,6,7,6,0,0,1
331,0,2782130,14,198724,20,348545,1,4,1,5,5,1,7,1073,0,5,5,7,3,2,6,5,6,7,6,6,5,5,5,7,6,5,5,6,5,6,6,6,0,0,1
332,0,5510150,7,787164,30,380750,1,3,1,5,5,1,4,1024,0,4,5,7,2,5,5,4,5,6,5,6,7,7,7,7,6,7,6,5,6,7,6,6,0,1,0
333,0,11838890,86,137662,28,376900,1,2,0,7,7,1,9,1092,0,4,4,7,6,6,7,7,6,5,6,6,6,6,5,6,6,7,6,7,5,5,6,6,1,0,0
334,0,9984300,32,312009,16,366845,1,2,1,5,5,1,8,1013,0,2,4,7,5,6,4,4,6,6,5,5,6,5,5,6,5,6,5,5,6,5,5,5,1,0,0
335,0,2651570,17,155975,14,333850,1,4,0,6,6,1,4,1071,0,4,4,7,3,2,3,5,6,4,5,6,5,4,4,6,5,5,6,5,4,5,5,5,0,0,1
336,0,4183500,11,380318,11,295700,2,4,1,4,4,1,6,1088,0,4,5,7,3,4,3,5,5,6,6,5,6,6,5,6,6,5,6,7,7,6,6,6,0,0,1
337,0,2844150,11,258559,20,347645,2,4,1,3,3,1,5,1037,0,3,4,7,3,2,5,5,4,5,6,5,5,5,5,6,5,5,6,6,5,6,5,6,0,0,1
338,0,3133560,20,156678,27,355950,2,4,1,3,3,1,3,862,0,2,4,6,4,3,4,4,4,6,5,6,6,.,6,5,5,5,6,6,5,5,6,6,0,0,1
339,0,7519320,7,1074189,29,374550,2,3,1,4,4,1,5,996,0,5,5,7,2,5,6,5,5,6,5,6,5,5,4,4,4,6,5,5,6,5,5,6,0,1,0
340,0,13638380,185,73721,10,303700,1,2,0,7,7,1,4,1095,0,2,6,7,7,7,6,7,6,5,5,6,6,6,6,6,6,6,5,5,2,3,5,3,1,0,0
341,0,3849750,16,240609,9,247545,1,4,0,6,6,1,3,772,0,6,6,4,3,3,7,6,6,7,6,6,5,5,7,6,6,6,6,5,6,5,5,5,0,0,1
342,0,2311440,37,62471,6,186295,1,2,0,5,5,1,3,1058,0,4,7,7,5,1,5,4,5,5,4,5,5,.,5,6,4,4,5,6,5,5,5,5,1,0,0
343,0,9032880,21,430137,24,359695,1,4,0,5,5,1,4,997,0,7,7,7,4,6,5,7,7,6,5,5,6,5,5,5,6,6,5,4,5,5,5,4,0,0,1
344,0,2495000,22,113409,22,349800,2,4,0,4,4,0,6,1088,0,4,6,7,4,1,4,4,6,7,6,6,7,7,7,7,7,6,6,7,7,6,6,6,0,0,1
345,0,5764180,50,115284,19,366750,1,2,0,6,6,0,6,766,0,3,5,3,5,5,5,6,7,7,6,6,6,7,5,5,6,6,7,7,7,6,6,6,1,0,0
346,0,2425490,7,346499,3,42250,1,4,1,6,6,1,4,1072,0,3,5,7,2,1,4,5,5,6,5,7,.,.,6,6,5,6,5,6,7,6,6,6,0,0,1
347,0,8382460,37,226553,12,302750,1,2,0,6,6,1,3,1074,0,4,5,7,5,6,3,5,6,6,6,6,.,.,6,7,6,6,5,6,5,6,6,6,1,0,0
348,0,3382700,7,483243,24,359250,2,1,1,3,3,1,3,854,1,5,6,5,2,3,4,3,3,7,6,6,6,6,7,6,7,6,7,4,5,7,7,6,0,0,0
349,0,2681520,14,191537,21,347750,1,4,0,5,5,1,3,1087,0,4,6,7,3,2,5,4,5,6,6,6,7,.,5,6,6,7,6,4,4,6,6,6,0,0,1
350,0,2985250,27,110565,6,184850,1,4,1,6,6,1,5,1075,0,4,5,7,4,2,3,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,5,0,0,1
351,1,5666250,15,377750,10,304395,2,4,0,4,4,0,6,289,0,3,5,1,3,5,3,5,5,7,7,6,5,5,6,7,6,7,6,7,6,6,5,6,0,0,1
352,0,12430280,16,776893,3,43000,1,3,1,5,5,1,4,1091,0,5,7,7,3,6,6,5,3,6,7,6,6,6,6,6,7,6,6,7,6,7,6,6,0,1,0
353,0,14339400,28,512121,16,365150,2,3,0,4,4,0,6,1071,1,3,6,7,4,7,3,4,5,5,5,4,4,5,5,5,6,5,5,4,5,4,4,4,0,1,0
354,0,3263860,14,233133,5,130650,1,4,0,5,5,1,8,1042,0,4,6,7,3,3,5,4,6,6,4,5,4,7,4,6,5,7,6,6,5,6,5,6,0,0,1
355,0,5582360,26,214706,29,374745,1,4,1,5,5,1,4,1090,0,5,5,7,4,5,6,5,5,6,5,6,6,5,7,6,6,7,6,5,5,6,6,6,0,0,1
356,0,2321500,10,232150,1,4000,2,4,1,4,4,1,5,949,0,6,7,6,3,1,3,2,2,6,7,6,6,6,6,7,6,6,7,5,5,6,6,6,0,0,1
357,0,3019300,11,274482,1,4250,2,4,0,3,3,1,9,1035,0,4,5,7,3,3,3,4,2,6,6,5,6,5,6,6,5,6,5,4,4,6,5,5,0,0,1
358,0,8898290,12,741524,24,360445,1,3,1,5,5,1,5,1039,0,6,6,7,3,6,4,6,6,5,5,6,5,5,6,5,5,5,5,4,4,4,5,5,0,1,0
359,0,11160860,31,360028,5,131345,2,2,0,4,4,1,8,1063,0,3,7,7,5,6,2,5,6,6,6,5,6,5,6,6,6,5,6,6,5,6,5,6,1,0,0
360,0,6088740,31,196411,1,8345,1,2,0,6,6,1,2,839,1,4,4,7,5,5,3,5,6,6,5,7,.,.,6,7,6,7,6,6,6,6,7,6,1,0,0
361,0,5761230,8,720154,26,366095,1,3,1,6,6,1,3,877,0,6,6,5,2,5,4,2,4,6,5,6,6,6,6,6,5,5,6,6,6,6,5,6,0,1,0
362,1,3237740,12,269812,27,357645,1,4,1,5,5,1,7,586,0,5,7,1,3,3,4,5,6,4,4,4,5,5,5,5,4,4,4,4,5,5,4,4,0,0,1
363,0,5066310,25,202652,14,333350,1,2,1,5,5,1,5,1087,0,6,4,7,4,4,7,6,6,6,7,6,6,5,5,6,5,5,5,4,5,6,5,5,1,0,0
364,0,4430540,59,75094,24,360445,1,2,0,7,7,1,2,1085,0,5,7,7,5,4,7,5,7,5,6,5,5,5,5,6,5,5,6,6,5,6,5,6,1,0,0
365,0,2328300,14,166307,22,350050,1,4,1,6,6,1,4,1046,0,3,5,7,3,1,5,3,5,6,6,6,.,.,5,6,6,6,5,6,5,7,6,6,0,0,1
366,0,3264400,18,181356,19,386500,2,4,1,4,4,1,1,1087,1,3,4,7,3,3,2,4,5,7,6,5,6,.,5,6,5,6,5,5,4,5,6,4,0,0,1
367,0,5173550,26,198983,6,186100,1,2,0,6,6,1,2,1063,0,5,6,7,4,4,4,5,7,7,6,6,6,6,7,6,7,6,7,4,5,7,7,6,1,0,0
368,0,3466320,30,115544,23,363935,2,4,1,4,4,1,9,1047,1,6,7,7,5,3,7,6,6,6,5,6,6,5,5,5,7,5,5,5,6,6,6,5,0,0,1
369,0,4213300,20,210665,13,322850,1,4,0,6,6,0,3,1061,0,5,3,7,4,4,6,5,7,6,6,6,.,6,6,7,7,5,6,7,6,5,5,5,0,0,1
370,0,8116060,29,279864,11,295450,1,2,0,7,7,0,6,1022,0,3,3,7,4,6,4,4,7,6,6,6,6,6,6,6,5,7,6,6,5,6,6,6,1,0,0
371,0,4336000,23,188522,13,324045,1,4,0,5,5,1,7,1039,0,2,3,7,4,4,2,5,4,6,5,5,5,5,5,4,5,5,4,4,5,5,5,5,0,0,1
372,1,4756800,11,432436,5,131595,1,4,0,7,7,0,6,553,0,2,4,2,3,4,2,5,5,5,6,6,5,6,5,6,6,6,5,5,6,6,5,6,0,0,1
373,0,3463300,33,104948,14,353435,1,2,1,6,6,1,4,1092,0,4,4,7,5,3,6,6,5,7,6,6,5,6,5,5,6,5,5,5,5,5,5,5,1,0,0
374,0,14822990,86,172360,27,356450,1,2,1,6,6,1,5,1094,0,5,7,7,6,7,6,5,7,7,6,5,.,.,7,6,5,6,7,6,6,5,6,6,1,0,0
375,0,5859810,20,292991,23,378950,2,4,1,4,4,1,6,1062,0,3,7,7,4,5,7,6,7,7,7,6,5,5,6,7,6,7,6,7,6,6,5,6,0,0,1
376,0,4220660,22,191848,18,341450,1,2,1,5,5,1,6,1084,0,4,6,7,4,4,6,4,6,6,6,7,6,.,7,7,6,7,6,6,7,5,7,6,1,0,0
377,0,4922960,29,169757,26,364900,1,2,0,5,5,1,7,1071,0,7,7,7,4,4,5,7,7,6,5,5,6,5,5,5,6,6,5,4,5,5,5,4,1,0,0
378,0,2651810,10,265181,22,351745,1,1,1,6,6,1,6,1075,0,5,6,7,3,2,6,5,5,6,6,7,7,7,6,7,7,5,6,4,5,5,6,5,0,0,0
379,0,4170680,34,122667,25,358300,1,2,1,7,7,1,4,1078,0,6,7,7,5,4,5,6,6,5,6,6,7,6,5,5,6,6,5,5,5,6,5,5,1,0,0
380,0,3876710,36,107686,5,131400,1,2,1,5,5,1,9,1076,0,2,3,7,5,3,4,4,4,5,4,5,6,5,5,5,6,4,5,6,5,6,5,5,1,0,0
381,0,3242810,9,360312,6,185795,2,4,1,3,3,1,7,929,0,3,6,6,2,3,3,4,3,6,7,7,6,6,6,6,6,7,7,6,6,7,7,7,0,0,1
382,0,10191590,68,149876,23,379400,1,2,1,7,7,0,7,1092,0,6,6,7,6,6,7,6,6,5,5,6,6,5,5,6,6,6,6,6,5,6,6,6,1,0,0
383,0,2527500,11,229773,29,374300,2,1,0,4,4,0,4,998,1,4,7,7,3,2,4,4,6,7,6,5,5,7,7,4,5,4,6,6,5,6,7,6,0,0,0
384,0,77070870,108,713619,25,359245,1,3,0,7,7,1,3,1083,0,5,6,7,7,7,6,5,5,5,6,4,5,6,4,6,5,5,6,6,5,5,4,5,0,1,0
385,0,3289750,6,548292,27,357395,2,3,0,1,1,0,3,713,0,4,5,2,2,3,3,2,1,5,7,6,6,6,6,5,6,6,5,6,5,5,6,5,0,1,0
386,0,4471120,28,159683,19,367445,2,4,1,4,4,1,3,978,0,5,6,7,4,4,6,5,5,4,4,4,5,5,4,4,5,5,5,5,5,5,4,5,0,0,1
387,1,2517020,14,179787,20,347895,1,4,1,6,6,1,5,514,0,4,5,1,3,2,3,6,6,6,5,6,6,6,6,6,5,5,6,6,6,5,6,6,0,0,1
388,0,8344000,61,136787,12,303000,1,2,1,7,7,1,4,1084,0,3,6,7,6,6,5,7,5,5,5,4,4,5,5,5,6,5,5,4,5,4,4,4,1,0,0
389,0,9174920,37,247971,19,366250,1,2,0,6,6,1,7,1077,0,5,7,7,5,6,6,5,6,7,7,6,7,6,6,7,6,6,6,6,6,6,6,6,1,0,0
390,0,2557670,9,284186,22,351495,2,1,1,3,3,1,3,1042,0,2,4,7,2,2,2,4,4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,4,0,0,0
391,0,3066120,29,105728,29,375245,1,2,0,5,5,1,7,950,0,6,6,7,4,3,7,6,6,5,5,6,5,5,6,5,5,6,6,4,5,4,4,5,1,0,0
392,0,3011240,17,177132,21,348195,1,4,1,6,6,1,5,946,0,2,6,7,3,3,4,4,5,5,5,6,6,6,6,6,6,6,5,5,2,3,5,3,0,0,1
393,0,4698590,6,783098,22,350995,2,3,1,4,4,1,6,978,0,3,7,7,2,4,2,6,1,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,0,1,0
394,0,7652810,30,255094,28,376400,2,4,1,4,4,1,3,1048,0,7,7,7,5,5,4,3,3,4,5,4,5,5,5,6,5,5,5,5,5,5,4,5,0,0,1
395,0,3159210,12,263268,11,317100,1,4,0,5,5,0,7,1033,0,7,7,7,3,3,2,5,5,6,5,5,6,5,5,5,6,6,5,4,5,5,5,4,0,0,1
396,0,11880260,14,848590,1,7650,1,3,1,5,5,1,4,1034,0,5,6,7,3,6,4,5,1,5,6,6,6,5,6,5,6,5,6,6,6,6,6,6,0,1,0
397,1,4645050,11,422277,25,358050,1,4,0,6,6,0,3,566,0,4,7,1,3,4,4,4,6,7,6,5,5,7,7,4,5,4,6,6,5,6,7,6,0,0,1
398,0,4299680,25,171987,5,132345,1,4,1,7,7,1,4,1065,0,6,6,7,4,4,7,6,7,7,7,6,.,.,6,7,6,5,6,6,5,5,6,6,0,0,1
399,0,2424230,10,242423,26,365595,1,4,0,5,5,1,6,1035,0,4,7,7,3,1,3,6,4,5,5,6,5,5,6,5,5,5,5,4,4,4,5,5,0,0,1
400,0,3589240,18,199402,18,340950,1,4,0,6,6,1,8,1072,0,3,4,7,3,3,3,3,5,4,5,5,5,5,6,5,5,5,4,4,5,6,5,5,0,0,1
401,0,2780930,32,86904,19,385835,2,2,1,4,4,1,7,1071,0,5,6,7,5,2,6,5,5,6,6,7,7,7,6,7,7,5,6,4,5,5,6,5,1,0,0
402,0,14843050,36,412307,14,335545,1,2,0,7,7,0,4,1085,0,3,6,7,5,7,4,5,5,5,4,5,5,.,5,6,4,4,5,6,5,5,5,5,1,0,0
403,0,3185480,19,167657,22,351745,1,4,1,6,6,1,6,1037,0,5,5,7,3,3,6,5,6,5,6,6,6,6,5,6,6,7,6,7,5,5,6,6,0,0,1
404,0,14352070,34,422120,23,378950,1,2,1,7,7,1,5,1077,1,5,7,7,5,7,6,7,7,5,6,6,6,.,5,7,5,5,5,6,6,5,6,6,1,0,0
405,0,3958090,26,152234,16,365400,2,4,1,4,4,1,6,975,0,3,7,6,4,3,2,5,6,6,6,5,6,5,6,6,6,5,6,6,5,6,5,6,0,0,1
406,0,12545100,17,737947,11,297645,1,3,1,5,5,1,6,1061,0,4,6,7,3,6,5,4,5,6,6,6,7,.,5,6,6,7,6,4,4,6,6,6,0,1,0
407,0,4713480,24,196395,23,379650,1,4,1,6,6,1,8,1080,0,4,5,7,4,4,6,4,6,6,6,5,6,5,6,6,5,6,5,4,4,6,5,5,0,0,1
408,0,6676420,18,370912,7,209750,2,4,1,4,4,1,6,1076,0,4,6,7,3,5,3,6,6,4,4,4,5,5,5,5,4,4,4,4,5,5,4,4,0,0,1
409,1,4494700,30,149823,11,296895,1,2,1,7,7,1,4,538,0,4,7,1,5,4,4,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,1,0,0
410,0,4477570,73,61337,15,384135,1,2,0,6,6,1,8,1086,0,6,6,7,6,4,7,7,6,7,6,6,5,5,7,6,6,6,6,5,6,5,5,5,1,0,0
411,0,7128360,18,396020,1,6650,1,4,0,5,5,1,6,1077,0,5,5,7,3,5,4,5,5,7,6,6,6,6,6,5,5,6,6,6,7,6,6,6,0,0,1
412,0,4003210,15,266881,10,305395,1,4,1,5,5,1,6,1070,0,5,7,7,3,4,4,5,6,6,5,6,6,6,6,6,7,6,5,6,7,6,6,6,0,0,1
413,0,2387630,22,108529,8,262145,2,2,0,4,4,1,4,1075,0,5,7,7,4,1,4,5,7,7,6,5,.,.,7,6,5,6,7,6,6,5,6,6,1,0,0
414,0,6677610,14,476972,19,367445,2,4,0,4,4,1,3,1071,0,5,7,7,3,5,3,5,5,4,5,5,5,5,6,5,5,5,4,4,5,6,5,5,0,0,1
415,0,2611470,22,118703,12,303445,1,2,0,5,5,1,3,1075,0,7,6,7,4,2,7,7,7,7,6,6,5,5,7,6,6,6,6,5,6,5,5,5,1,0,0
416,0,7492480,15,499499,23,379700,1,4,1,5,5,1,7,1001,0,4,7,7,3,5,3,4,6,4,6,5,6,.,5,6,4,6,5,4,5,5,6,5,0,0,1
417,0,2672240,13,205557,30,381195,1,4,0,7,7,1,4,699,0,7,7,4,3,2,7,7,7,5,6,6,5,6,5,5,5,6,5,5,6,6,5,6,0,0,1
418,0,14980950,31,483256,7,210250,1,4,0,5,5,1,3,1055,0,3,6,7,5,7,5,4,7,6,6,7,6,6,6,7,6,6,6,7,6,6,6,6,0,0,1
419,0,3583340,15,238889,16,364900,2,4,0,3,3,1,7,1087,0,4,5,7,3,3,5,6,6,4,6,5,4,6,6,4,5,4,6,5,4,5,6,5,0,0,1
420,1,2774260,31,89492,1,4695,1,2,0,5,5,1,8,657,0,3,7,1,5,2,5,7,7,4,6,5,6,.,5,6,4,6,5,4,5,5,6,5,1,0,0
421,0,13666110,25,546644,14,334545,2,3,0,4,4,1,4,1076,0,4,5,7,4,7,3,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,5,0,1,0
422,0,49310440,96,513650,23,380645,1,3,1,7,7,1,9,1079,1,5,6,7,7,7,7,6,7,5,5,5,6,5,5,5,6,5,5,4,4,5,4,4,0,1,0
423,0,20333760,52,391034,3,42500,2,2,0,4,4,1,4,1094,1,4,6,7,5,7,4,5,5,6,7,6,6,6,6,7,6,6,6,4,5,7,6,6,1,0,0
424,0,9292690,17,546629,19,367695,1,3,1,7,7,1,7,1088,0,5,6,7,3,6,4,5,5,6,5,6,6,7,6,5,6,6,7,4,5,5,5,5,0,1,0
425,0,4228700,10,422870,28,376400,1,1,0,5,5,1,5,1035,0,4,7,7,3,4,5,2,4,7,6,6,7,7,7,7,7,6,5,7,6,6,7,7,0,0,0
426,0,13731790,35,392337,11,296645,1,2,0,6,6,1,8,982,0,2,3,7,5,7,4,4,6,7,6,7,6,6,7,6,6,6,6,6,7,6,6,7,1,0,0
427,0,3843370,9,427041,12,302250,1,4,0,5,5,0,2,1051,0,2,4,7,2,3,3,4,4,6,5,4,5,6,7,6,6,6,6,4,5,5,6,5,0,0,1
428,0,3623650,9,402628,24,359750,2,1,0,3,3,1,5,918,1,6,7,5,2,3,2,3,4,6,6,7,7,6,7,7,7,6,7,5,5,4,5,5,0,0,0
429,0,3412700,5,682540,26,368600,2,3,0,4,4,0,4,1033,0,4,7,7,1,3,2,4,3,7,6,6,7,7,7,7,7,6,5,7,6,6,7,7,0,1,0
430,0,4484460,18,249137,22,350800,2,4,1,4,4,1,5,985,0,5,6,7,3,4,6,5,6,6,6,6,6,.,6,7,6,7,6,7,6,6,7,6,0,0,1
431,0,2816010,27,104297,23,378900,1,4,0,6,6,1,1,1056,0,5,6,7,4,2,6,5,7,5,5,6,7,6,5,5,6,7,7,5,6,6,5,5,0,0,1
432,1,5037240,19,265118,9,247795,1,4,1,5,5,1,2,623,0,4,6,2,3,4,4,4,5,6,6,6,6,.,6,5,6,6,5,6,5,6,6,6,0,0,1
433,1,4792880,12,399407,22,351245,1,4,0,6,6,1,7,545,0,3,3,1,3,4,4,5,6,4,5,4,5,5,5,6,5,5,5,5,5,5,4,5,0,0,1
434,0,15368860,79,194543,1,4500,1,2,0,6,6,0,4,962,0,2,6,6,6,7,6,7,5,5,5,6,6,6,6,6,6,6,5,5,2,3,5,3,1,0,0
435,1,8348070,21,397527,17,364895,1,4,0,6,6,0,3,617,0,5,6,1,4,6,4,6,5,7,6,6,6,6,7,6,7,6,7,4,5,7,7,6,0,0,1
436,0,2879880,8,359985,12,303000,2,4,0,3,3,1,2,820,0,2,6,4,2,2,4,2,4,5,4,5,5,5,4,5,6,4,6,5,4,5,5,4,0,0,1
437,0,3433800,11,312164,13,323600,2,4,0,4,4,1,6,1034,0,3,7,7,3,3,2,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,0,0,1
438,0,3944680,24,164362,15,326545,1,4,1,6,6,1,4,1020,0,5,5,7,4,3,6,5,6,6,5,5,5,6,6,5,6,5,6,5,6,6,6,6,0,0,1
439,1,6859060,64,107173,18,341895,1,2,0,5,5,1,5,831,0,2,5,6,6,5,7,5,7,7,6,6,6,5,7,6,6,7,6,7,7,7,6,6,1,0,0
440,0,8344720,16,521545,24,359000,2,3,1,3,3,1,4,1064,0,6,6,7,3,6,7,6,7,6,5,6,6,6,6,5,6,6,5,4,5,5,4,5,0,1,0
441,1,3338750,6,556458,7,210000,1,3,1,5,5,1,5,439,1,3,5,1,2,3,5,6,6,7,6,6,6,7,5,5,6,6,7,7,7,6,6,6,0,1,0
442,0,11626440,27,430609,13,324045,1,4,1,6,6,1,4,1084,0,3,6,7,4,6,5,4,5,6,5,5,6,6,6,5,5,6,6,5,5,6,5,5,0,0,1
443,0,4005930,31,129224,22,350800,1,2,1,6,6,1,4,1083,0,6,6,7,5,4,5,6,6,5,6,6,6,5,6,5,6,5,6,6,6,7,6,6,1,0,0
444,0,4180750,15,278717,18,341395,1,4,1,6,6,1,1,1069,0,3,4,7,3,4,3,4,6,6,7,6,6,6,6,5,6,6,6,5,6,6,7,6,0,0,1
445,0,9245080,22,420231,25,359245,1,4,0,7,7,0,4,1062,0,4,6,7,4,6,4,4,6,7,7,6,6,4,7,6,7,6,7,6,7,6,7,6,0,0,1
446,0,25671220,38,675558,4,58200,1,3,1,7,7,1,9,1025,1,7,7,7,5,7,6,7,7,5,5,6,7,6,6,6,5,5,5,7,6,5,5,6,0,1,0
447,0,2418600,11,219873,21,348945,1,4,1,5,5,1,7,1073,0,6,7,7,3,1,6,6,7,5,5,6,7,6,5,5,6,7,7,5,6,6,5,5,0,0,1
448,0,6171780,60,102863,29,374800,1,2,0,6,6,1,3,1083,0,6,7,7,6,5,7,7,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,1,0,0
449,0,4105010,31,132420,22,350800,2,2,0,4,4,1,7,1040,0,4,6,7,5,4,5,5,6,5,4,5,6,5,6,6,5,6,6,6,6,5,6,6,1,0,0
450,0,7749500,7,1107071,20,349045,1,3,1,5,5,1,3,1078,0,4,4,7,2,5,5,4,5,7,6,7,6,6,6,7,6,6,6,7,6,7,6,6,0,1,0
451,0,6104930,15,406995,9,248045,2,4,0,4,4,0,4,869,0,3,6,7,3,5,3,4,5,6,7,6,6,6,6,7,6,6,6,4,5,7,6,6,0,0,1
452,0,36765740,65,565627,23,380845,1,3,1,7,7,1,7,1088,0,4,4,7,6,7,6,5,5,7,6,6,5,6,5,5,6,5,5,5,5,5,5,5,0,1,0
453,0,20836150,48,434086,14,334795,1,2,0,5,5,0,5,1040,0,6,6,7,5,7,7,6,6,6,5,5,6,6,6,7,6,7,7,6,6,7,7,6,1,0,0
454,0,6179580,18,343310,19,366545,2,4,0,4,4,0,1,926,1,4,7,5,3,5,3,6,6,6,7,6,6,6,7,6,6,6,7,7,6,7,6,6,0,0,1
455,0,4694460,15,312964,18,341450,1,4,1,6,6,1,3,1094,0,5,6,7,3,4,6,5,5,7,6,7,7,7,6,7,6,5,6,6,2,6,6,4,0,0,1
456,0,7631400,8,953925,26,365400,1,3,0,6,6,1,3,1090,0,4,7,7,2,5,5,3,5,7,7,6,6,6,7,7,7,6,7,4,5,6,6,6,0,1,0
457,0,6392640,31,206214,7,209250,1,2,0,5,5,1,3,1085,0,3,5,7,5,5,3,5,5,6,6,6,5,6,6,6,5,6,6,6,6,6,5,6,1,0,0
458,1,4102010,14,293001,9,247045,2,4,0,4,4,0,6,586,0,5,6,1,3,4,6,5,6,6,7,6,6,6,6,6,7,6,6,7,6,7,6,6,0,0,1
459,1,23500530,46,510881,6,186295,2,3,0,4,4,0,9,531,0,6,6,3,5,7,4,6,6,5,5,6,6,.,5,4,6,5,5,5,6,6,5,6,0,1,0
